w0,w1,w2,w3,a0,a1,a2,a3,b0,b1,b2,b3,direction
564.0,504.0,4.0,264.0,0,0,0,0,0,1,0,0,3
564.0,614.0,4.0,154.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
254.0,754.0,314.0,14.0,0,1,0,0,0,0,1,1,1
264.0,4.0,304.0,764.0,0,0,0,0,1,0,0,1,2
424.0,14.0,144.0,754.0,0,0,0,1,1,1,0,1,3
424.0,144.0,144.0,624.0,0,0,0,1,1,1,0,0,3
424.0,274.0,144.0,494.0,0,0,0,1,1,1,0,0,3
414.0,764.0,154.0,4.0,0,0,0,0,0,1,1,0,0
214.0,764.0,354.0,4.0,0,1,0,0,0,0,1,0,0
214.0,754.0,354.0,14.0,0,1,0,0,0,0,1,1,1
214.0,564.0,354.0,204.0,0,1,0,0,0,0,1,1,1
214.0,474.0,354.0,294.0,0,1,0,0,0,0,1,1,1
214.0,454.0,354.0,314.0,0,1,0,0,0,0,1,1,1
214.0,404.0,354.0,364.0,0,1,0,0,0,0,1,1,1
224.0,4.0,344.0,764.0,0,0,0,0,1,0,0,1,2
444.0,14.0,124.0,754.0,0,0,0,1,1,1,0,0,3
444.0,94.0,124.0,674.0,0,0,0,1,1,1,0,0,3
444.0,224.0,124.0,544.0,0,0,0,1,1,1,0,0,3
444.0,354.0,124.0,414.0,0,0,0,0,1,1,0,0,3
444.0,494.0,124.0,274.0,0,0,0,0,0,1,0,0,3
434.0,544.0,134.0,224.0,1,0,0,0,0,1,1,0,0
314.0,544.0,254.0,224.0,1,0,0,0,0,1,1,0,0
224.0,544.0,344.0,224.0,0,0,0,0,0,1,1,0,0
114.0,544.0,454.0,224.0,0,0,0,0,0,0,1,0,0
24.0,544.0,544.0,224.0,0,0,0,0,0,0,1,0,0
4.0,534.0,564.0,234.0,0,0,0,0,0,0,1,1,1
4.0,64.0,564.0,704.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
174.0,4.0,394.0,764.0,0,0,0,0,1,0,0,1,2
184.0,4.0,384.0,764.0,0,0,0,0,1,0,0,1,2
474.0,14.0,94.0,754.0,0,0,0,1,1,1,0,0,3
474.0,174.0,94.0,594.0,0,0,0,1,1,1,0,0,3
474.0,254.0,94.0,514.0,0,0,0,1,1,1,0,0,3
474.0,554.0,94.0,214.0,0,0,0,0,0,1,0,0,3
474.0,614.0,94.0,154.0,0,0,0,0,0,1,0,0,3
474.0,704.0,94.0,64.0,0,0,0,0,0,1,0,0,3
474.0,754.0,94.0,14.0,0,0,0,0,0,1,0,0,3
464.0,764.0,104.0,4.0,0,0,0,0,0,1,1,0,0
334.0,764.0,234.0,4.0,0,0,0,0,0,1,1,0,0
254.0,764.0,314.0,4.0,0,0,0,0,0,0,1,0,0
224.0,754.0,344.0,14.0,0,1,0,0,0,0,1,1,1
224.0,724.0,344.0,44.0,0,1,0,0,0,0,1,1,1
224.0,644.0,344.0,124.0,0,1,0,0,0,0,1,1,1
224.0,354.0,344.0,414.0,0,1,0,0,0,0,1,1,1
224.0,4.0,344.0,764.0,0,0,0,0,0,0,0,1,1
234.0,4.0,334.0,764.0,0,0,0,0,1,0,0,1,2
264.0,4.0,304.0,764.0,0,0,0,0,1,0,0,1,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,524.0,4.0,244.0,0,0,0,0,0,1,0,0,3
564.0,594.0,4.0,174.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
154.0,754.0,414.0,14.0,0,1,0,0,0,0,1,1,1
154.0,744.0,414.0,24.0,0,1,0,0,0,0,1,1,1
154.0,274.0,414.0,494.0,0,0,0,0,0,0,0,1,1
154.0,164.0,414.0,604.0,0,0,0,0,0,0,0,1,1
164.0,34.0,404.0,734.0,0,0,1,0,1,0,0,1,2
174.0,34.0,394.0,734.0,0,0,1,0,1,0,0,1,2
214.0,34.0,354.0,734.0,0,0,1,0,1,0,0,1,2
464.0,44.0,104.0,724.0,0,0,0,1,1,1,0,0,3
464.0,214.0,104.0,554.0,0,0,0,1,1,1,0,0,3
464.0,624.0,104.0,144.0,0,0,0,0,0,1,0,0,3
464.0,744.0,104.0,24.0,1,0,0,0,0,1,0,0,3
454.0,744.0,114.0,24.0,1,0,0,0,0,1,1,0,0
354.0,744.0,214.0,24.0,0,0,0,0,0,1,1,0,0
294.0,744.0,274.0,24.0,0,0,0,0,0,1,1,0,0
224.0,734.0,344.0,34.0,0,1,0,0,0,1,1,1,1
224.0,714.0,344.0,54.0,0,1,0,0,0,1,1,1,1
234.0,604.0,334.0,164.0,0,0,1,0,1,0,1,1,2
414.0,594.0,154.0,174.0,0,1,0,0,0,0,1,1,1
414.0,184.0,154.0,584.0,0,0,0,0,0,0,0,1,1
404.0,154.0,164.0,614.0,1,0,0,0,0,0,1,1,0
134.0,154.0,434.0,614.0,0,0,0,0,0,0,1,0,0
114.0,164.0,454.0,604.0,0,0,0,1,0,1,1,0,3
114.0,264.0,454.0,504.0,0,0,0,1,0,1,1,0,3
104.0,764.0,464.0,4.0,0,0,0,0,0,0,1,0,0
64.0,764.0,504.0,4.0,0,0,0,0,0,0,1,0,0
14.0,764.0,554.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,554.0,564.0,214.0,0,0,0,0,0,0,1,1,1
4.0,414.0,564.0,354.0,0,0,1,0,0,0,1,1,1
4.0,334.0,564.0,434.0,0,0,0,0,0,0,1,1,1
4.0,94.0,564.0,674.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
154.0,14.0,414.0,754.0,0,0,0,1,1,1,0,0,3
154.0,44.0,414.0,724.0,0,0,0,1,1,1,0,0,3
154.0,354.0,414.0,414.0,0,0,0,1,1,1,0,0,3
154.0,374.0,414.0,394.0,0,0,0,1,1,1,0,0,3
164.0,464.0,404.0,304.0,0,0,1,0,1,0,0,0,2
184.0,464.0,384.0,304.0,0,0,1,0,1,0,0,0,2
404.0,464.0,164.0,304.0,0,0,1,0,1,0,0,0,2
434.0,464.0,134.0,304.0,0,0,1,0,1,0,0,0,2
564.0,474.0,4.0,294.0,0,0,0,0,0,1,0,0,3
564.0,574.0,4.0,194.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
464.0,764.0,104.0,4.0,0,1,0,0,0,1,1,0,0
314.0,764.0,254.0,4.0,0,0,0,0,0,1,1,0,0
64.0,764.0,504.0,4.0,0,0,0,0,0,0,1,0,0
44.0,764.0,524.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,674.0,564.0,94.0,0,0,0,0,0,0,1,1,1
4.0,504.0,564.0,264.0,0,0,0,0,0,0,1,1,1
14.0,294.0,554.0,474.0,0,0,1,0,1,0,0,1,2
34.0,294.0,534.0,474.0,0,0,1,0,1,0,0,1,2
324.0,294.0,244.0,474.0,0,0,1,0,1,0,0,1,2
364.0,294.0,204.0,474.0,0,0,1,0,1,0,0,1,2
564.0,304.0,4.0,464.0,0,0,0,0,1,1,0,0,3
554.0,414.0,14.0,354.0,1,0,0,0,1,1,1,0,0
274.0,414.0,294.0,354.0,1,0,0,0,1,1,1,0,0
124.0,414.0,444.0,354.0,0,0,0,0,1,1,1,0,0
24.0,414.0,544.0,354.0,0,0,0,0,0,1,1,0,0
14.0,414.0,554.0,354.0,0,0,0,0,0,1,1,0,0
4.0,414.0,564.0,354.0,0,0,0,0,0,1,1,0,0
4.0,404.0,564.0,364.0,0,0,0,0,0,1,1,1,1
4.0,264.0,564.0,504.0,0,0,0,0,0,0,0,1,1
14.0,254.0,554.0,514.0,0,0,1,0,1,0,0,1,2
194.0,254.0,374.0,514.0,0,0,1,0,1,0,0,1,2
344.0,254.0,224.0,514.0,0,0,0,0,1,0,0,1,2
364.0,254.0,204.0,514.0,0,0,0,0,1,0,0,1,2
454.0,254.0,114.0,514.0,0,0,0,0,1,0,0,1,2
464.0,254.0,104.0,514.0,0,0,0,0,1,0,0,1,2
534.0,254.0,34.0,514.0,0,0,0,0,1,0,0,1,2
564.0,254.0,4.0,514.0,0,0,0,0,1,0,0,1,2
564.0,264.0,4.0,504.0,0,0,0,0,1,1,0,1,3
564.0,484.0,4.0,284.0,0,0,0,0,0,1,0,0,3
554.0,564.0,14.0,204.0,1,0,0,0,0,1,1,0,0
394.0,564.0,174.0,204.0,1,0,0,0,0,1,1,0,0
384.0,564.0,184.0,204.0,1,0,0,0,0,1,1,0,0
364.0,564.0,204.0,204.0,1,0,0,0,0,1,1,0,0
124.0,564.0,444.0,204.0,1,0,0,0,0,1,1,0,0
34.0,564.0,534.0,204.0,0,0,0,0,0,0,1,0,0
4.0,554.0,564.0,214.0,0,0,0,0,0,0,1,1,1
4.0,424.0,564.0,344.0,0,0,0,0,0,0,1,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
274.0,4.0,294.0,764.0,0,0,0,0,1,0,0,1,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,94.0,4.0,674.0,0,0,0,0,1,1,0,0,3
564.0,234.0,4.0,534.0,0,0,0,0,1,1,0,0,3
564.0,344.0,4.0,424.0,0,0,0,0,1,1,0,0,3
564.0,594.0,4.0,174.0,0,0,0,0,0,1,0,0,3
564.0,664.0,4.0,104.0,0,0,0,0,0,1,0,0,3
554.0,704.0,14.0,64.0,1,0,0,0,0,1,1,0,0
504.0,704.0,64.0,64.0,1,0,0,0,0,1,1,0,0
304.0,704.0,264.0,64.0,1,0,0,0,0,1,1,0,0
114.0,704.0,454.0,64.0,0,0,0,0,0,0,1,0,0
104.0,694.0,464.0,74.0,0,1,0,0,0,0,1,1,1
104.0,434.0,464.0,334.0,0,0,0,0,0,0,1,1,1
104.0,364.0,464.0,404.0,0,0,0,0,0,0,1,1,1
104.0,154.0,464.0,614.0,0,0,0,0,0,0,0,1,1
114.0,74.0,454.0,694.0,0,0,1,0,1,0,0,1,2
224.0,74.0,344.0,694.0,0,0,0,0,1,0,0,1,2
324.0,74.0,244.0,694.0,0,0,0,0,1,0,0,1,2
394.0,84.0,174.0,684.0,0,0,0,1,1,1,0,1,3
394.0,214.0,174.0,554.0,0,0,0,1,1,1,0,1,3
394.0,384.0,174.0,384.0,0,0,0,0,1,1,0,0,3
394.0,404.0,174.0,364.0,0,0,0,0,1,1,0,0,3
394.0,534.0,174.0,234.0,0,0,0,0,1,1,0,0,3
384.0,644.0,184.0,124.0,1,0,0,0,0,1,1,0,0
4.0,634.0,564.0,134.0,0,0,0,0,0,0,1,1,1
14.0,494.0,554.0,274.0,0,0,1,0,1,0,1,1,2
44.0,494.0,524.0,274.0,0,0,1,0,1,0,1,1,2
4.0,374.0,564.0,394.0,0,0,0,0,0,0,0,1,1
14.0,174.0,554.0,594.0,0,0,1,0,1,0,0,0,2
44.0,174.0,524.0,594.0,0,0,1,0,1,0,0,0,2
94.0,174.0,474.0,594.0,0,0,1,0,1,0,0,0,2
234.0,174.0,334.0,594.0,0,0,1,0,1,0,0,0,2
524.0,164.0,44.0,604.0,0,1,0,0,0,0,0,1,1
524.0,124.0,44.0,644.0,0,1,0,0,0,0,0,1,1
534.0,4.0,34.0,764.0,0,0,0,0,1,0,0,0,2
554.0,4.0,14.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,0,1,0,0,3
564.0,74.0,4.0,694.0,0,0,0,0,0,1,0,0,3
554.0,124.0,14.0,644.0,1,0,0,0,0,0,1,0,0
464.0,124.0,104.0,644.0,1,0,0,0,0,0,1,0,0
444.0,124.0,124.0,644.0,1,0,0,0,0,0,1,0,0
144.0,124.0,424.0,644.0,0,0,0,0,0,0,1,0,0
24.0,124.0,544.0,644.0,0,0,0,1,0,0,1,0,0
24.0,134.0,544.0,634.0,0,0,0,1,0,1,0,0,3
24.0,414.0,544.0,354.0,0,0,0,1,0,1,0,0,3
14.0,764.0,554.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,244.0,564.0,524.0,0,0,0,0,0,0,0,1,1
4.0,204.0,564.0,564.0,0,0,0,0,0,0,0,1,1
4.0,194.0,564.0,574.0,0,0,0,0,0,0,0,1,1
4.0,184.0,564.0,584.0,0,0,0,0,0,0,0,1,1
14.0,114.0,554.0,654.0,0,0,1,0,1,0,0,0,2
564.0,124.0,4.0,644.0,0,0,0,0,0,1,0,0,3
564.0,204.0,4.0,564.0,0,0,0,0,0,1,0,0,3
554.0,254.0,14.0,514.0,1,0,0,0,0,0,1,0,0
354.0,254.0,214.0,514.0,0,0,0,0,0,0,1,0,0
184.0,264.0,384.0,504.0,0,0,0,1,0,1,0,0,3
184.0,374.0,384.0,394.0,0,0,0,1,0,1,0,0,3
184.0,524.0,384.0,244.0,0,0,0,0,0,1,0,0,3
184.0,674.0,384.0,94.0,0,0,0,0,0,1,0,0,3
174.0,694.0,394.0,74.0,1,0,0,0,0,0,1,0,0
134.0,694.0,434.0,74.0,1,0,0,0,0,0,1,0,0
4.0,684.0,564.0,84.0,0,0,0,0,0,0,0,1,1
4.0,524.0,564.0,244.0,0,0,0,0,0,0,0,1,1
4.0,394.0,564.0,374.0,0,0,1,0,0,0,0,1,1
14.0,394.0,554.0,374.0,0,0,1,0,1,0,0,0,2
154.0,394.0,414.0,374.0,0,0,1,0,1,0,0,0,2
214.0,394.0,354.0,374.0,0,0,1,0,1,0,0,0,2
224.0,394.0,344.0,374.0,0,0,1,0,1,0,0,0,2
564.0,404.0,4.0,364.0,0,0,0,0,0,1,0,0,3
564.0,414.0,4.0,354.0,0,0,0,0,0,1,0,0,3
564.0,434.0,4.0,334.0,0,0,0,0,0,1,0,0,3
564.0,464.0,4.0,304.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,0,1,0,0
504.0,764.0,64.0,4.0,0,0,0,0,0,0,1,0,0
384.0,754.0,184.0,14.0,0,1,0,0,0,0,0,1,1
384.0,444.0,184.0,324.0,0,1,0,0,0,0,0,1,1
374.0,204.0,194.0,564.0,1,0,0,0,0,0,1,0,0
164.0,204.0,404.0,564.0,1,0,0,0,0,0,1,0,0
134.0,204.0,434.0,564.0,1,0,0,0,0,0,1,0,0
14.0,204.0,554.0,564.0,0,0,0,0,0,0,1,0,0
4.0,194.0,564.0,574.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,0,2
134.0,4.0,434.0,764.0,0,0,0,0,1,0,0,0,2
364.0,4.0,204.0,764.0,0,0,0,0,1,0,0,0,2
384.0,4.0,184.0,764.0,0,0,0,0,1,0,0,0,2
484.0,4.0,84.0,764.0,0,0,0,0,1,0,0,0,2
534.0,14.0,34.0,754.0,0,0,0,1,0,1,0,0,3
534.0,414.0,34.0,354.0,0,0,0,1,0,1,0,0,3
534.0,494.0,34.0,274.0,0,0,0,1,0,1,0,0,3
534.0,704.0,34.0,64.0,0,0,0,0,0,1,0,0,3
524.0,764.0,44.0,4.0,0,0,0,0,0,0,1,0,0
504.0,764.0,64.0,4.0,0,0,0,0,0,0,1,0,0
264.0,764.0,304.0,4.0,0,0,0,0,0,0,1,0,0
184.0,764.0,384.0,4.0,0,0,0,0,0,0,1,0,0
94.0,754.0,474.0,14.0,0,1,0,0,0,0,0,1,1
94.0,664.0,474.0,104.0,0,1,0,0,0,0,0,1,1
94.0,634.0,474.0,134.0,0,1,0,0,0,0,0,1,1
94.0,474.0,474.0,294.0,0,1,0,0,0,0,0,1,1
94.0,164.0,474.0,604.0,0,1,0,0,0,0,0,1,1
94.0,4.0,474.0,764.0,0,0,0,0,0,0,0,1,1
104.0,4.0,464.0,764.0,0,0,0,0,1,0,0,0,2
324.0,14.0,244.0,754.0,0,0,0,1,0,1,0,0,3
324.0,184.0,244.0,584.0,0,0,0,1,0,1,0,0,3
324.0,344.0,244.0,424.0,0,0,0,1,0,1,0,0,3
324.0,544.0,244.0,224.0,0,0,0,1,0,1,0,0,3
314.0,764.0,254.0,4.0,0,0,0,0,0,0,1,0,0
264.0,764.0,304.0,4.0,0,0,0,0,0,0,1,0,0
174.0,764.0,394.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,0,1,1
4.0,744.0,564.0,24.0,0,0,0,0,0,0,0,1,1
4.0,664.0,564.0,104.0,0,0,0,0,0,0,0,1,1
14.0,444.0,554.0,324.0,0,0,1,0,1,0,0,0,2
274.0,444.0,294.0,324.0,0,0,1,0,1,0,0,0,2
454.0,454.0,114.0,314.0,0,0,0,1,0,1,0,0,3
444.0,574.0,124.0,194.0,1,0,0,0,0,1,1,0,0
344.0,574.0,224.0,194.0,1,0,0,0,0,0,1,0,0
104.0,574.0,464.0,194.0,0,0,0,0,0,0,1,0,0
34.0,574.0,534.0,194.0,0,0,0,0,0,0,1,0,0
4.0,564.0,564.0,204.0,0,0,0,0,0,0,0,1,1
4.0,504.0,564.0,264.0,0,0,0,0,0,0,0,1,1
4.0,394.0,564.0,374.0,0,0,0,0,0,0,0,1,1
4.0,374.0,564.0,394.0,0,0,0,0,0,0,0,1,1
14.0,314.0,554.0,454.0,0,0,1,0,1,0,0,0,2
424.0,324.0,144.0,444.0,0,0,0,1,0,1,0,0,3
424.0,484.0,144.0,284.0,0,0,0,0,0,1,0,0,3
434.0,514.0,134.0,254.0,0,0,1,0,1,0,0,0,2
564.0,524.0,4.0,244.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,0,1,0,0
424.0,764.0,144.0,4.0,0,0,0,0,0,0,1,0,0
94.0,754.0,474.0,14.0,0,1,0,0,0,0,0,1,1
94.0,644.0,474.0,124.0,0,1,0,0,0,0,0,1,1
94.0,394.0,474.0,374.0,0,1,0,0,0,0,0,1,1
104.0,84.0,464.0,684.0,0,0,1,0,1,0,0,0,2
134.0,84.0,434.0,684.0,0,0,1,0,1,0,0,0,2
164.0,84.0,404.0,684.0,0,0,1,0,1,0,0,0,2
334.0,84.0,234.0,684.0,0,0,0,0,1,0,0,0,2
524.0,84.0,44.0,684.0,0,0,0,0,1,0,0,0,2
564.0,94.0,4.0,674.0,0,0,0,0,0,1,0,0,3
554.0,384.0,14.0,384.0,1,0,0,0,0,0,1,0,0
484.0,384.0,84.0,384.0,1,0,0,0,0,0,1,0,0
374.0,384.0,194.0,384.0,1,0,0,0,0,0,1,0,0
4.0,374.0,564.0,394.0,0,0,0,0,0,0,0,1,1
4.0,254.0,564.0,514.0,0,0,0,0,0,0,0,1,1
4.0,84.0,564.0,684.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,0,2
94.0,4.0,474.0,764.0,0,0,0,0,1,0,0,0,2
354.0,4.0,214.0,764.0,0,0,0,0,1,0,0,0,2
514.0,14.0,54.0,754.0,0,0,0,1,0,1,0,0,3
514.0,94.0,54.0,674.0,0,0,0,1,0,1,0,0,3
514.0,184.0,54.0,584.0,0,0,0,1,0,1,0,0,3
514.0,204.0,54.0,564.0,0,0,0,1,0,1,0,0,3
504.0,554.0,64.0,214.0,1,0,0,0,0,0,1,0,0
414.0,554.0,154.0,214.0,1,0,0,0,0,0,1,0,0
204.0,554.0,364.0,214.0,1,0,0,0,0,0,1,0,0
154.0,554.0,414.0,214.0,1,0,0,0,0,0,1,0,0
144.0,554.0,424.0,214.0,1,0,0,0,0,0,1,0,0
4.0,544.0,564.0,224.0,0,0,0,0,0,0,0,1,1
4.0,414.0,564.0,354.0,0,0,0,0,0,0,0,1,1
14.0,184.0,554.0,584.0,0,0,1,0,1,0,0,0,2
234.0,184.0,334.0,584.0,0,0,1,0,1,0,0,0,2
544.0,184.0,24.0,584.0,0,0,0,0,1,0,0,0,2
554.0,184.0,14.0,584.0,0,0,0,0,1,0,0,0,2
564.0,194.0,4.0,574.0,0,0,0,0,0,1,0,0,3
564.0,464.0,4.0,304.0,0,0,0,0,0,1,0,0,3
564.0,494.0,4.0,274.0,0,0,0,0,0,1,0,0,3
564.0,534.0,4.0,234.0,0,0,0,0,0,1,0,0,3
554.0,674.0,14.0,94.0,1,0,0,0,0,0,1,0,0
534.0,674.0,34.0,94.0,1,0,0,0,0,0,1,0,0
24.0,664.0,544.0,104.0,0,1,0,0,0,0,0,1,1
24.0,594.0,544.0,174.0,0,1,0,0,0,0,0,1,1
24.0,414.0,544.0,354.0,0,1,0,0,0,0,0,1,1
24.0,324.0,544.0,444.0,0,0,0,0,0,0,0,1,1
34.0,4.0,534.0,764.0,0,0,0,0,1,0,0,0,2
454.0,4.0,114.0,764.0,0,0,0,0,1,0,0,0,2
474.0,14.0,94.0,754.0,0,0,0,1,0,1,0,0,3
464.0,764.0,104.0,4.0,0,0,0,0,0,0,1,0,0
384.0,764.0,184.0,4.0,0,0,0,0,0,0,1,0,0
284.0,754.0,284.0,14.0,0,1,0,0,0,0,1,1,1
284.0,704.0,284.0,64.0,0,1,0,0,0,0,0,1,1
284.0,524.0,284.0,244.0,0,1,0,0,0,0,0,1,1
284.0,284.0,284.0,484.0,0,1,0,0,0,0,0,1,1
284.0,264.0,284.0,504.0,0,1,0,0,0,0,0,1,1
284.0,194.0,284.0,574.0,0,1,0,0,0,0,0,1,1
284.0,174.0,284.0,594.0,0,0,0,0,0,0,0,1,1
294.0,54.0,274.0,714.0,0,0,1,0,1,0,0,0,2
424.0,54.0,144.0,714.0,0,0,0,0,1,0,0,0,2
504.0,54.0,64.0,714.0,0,0,0,0,1,0,0,0,2
564.0,64.0,4.0,704.0,0,0,0,0,1,1,0,0,3
564.0,144.0,4.0,624.0,0,0,0,0,0,1,0,0,3
564.0,434.0,4.0,334.0,0,0,0,0,0,1,0,0,3
554.0,444.0,14.0,324.0,1,0,0,0,0,0,1,0,0
214.0,454.0,354.0,314.0,0,0,0,1,0,1,0,0,3
214.0,514.0,354.0,254.0,0,0,0,1,0,1,0,0,3
224.0,624.0,344.0,144.0,0,0,1,0,1,1,0,0,2
274.0,624.0,294.0,144.0,0,0,1,0,1,1,0,0,2
564.0,634.0,4.0,134.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
354.0,754.0,214.0,14.0,0,1,0,0,0,0,1,1,1
354.0,74.0,214.0,694.0,0,1,0,0,0,0,0,1,1
364.0,4.0,204.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,84.0,4.0,684.0,0,0,0,0,0,1,0,0,3
554.0,214.0,14.0,554.0,1,0,0,0,0,1,1,0,0
254.0,214.0,314.0,554.0,0,0,0,0,0,0,1,0,0
144.0,214.0,424.0,554.0,0,0,0,0,0,0,1,0,0
4.0,204.0,564.0,564.0,0,0,0,0,0,0,0,1,1
4.0,114.0,564.0,654.0,0,0,0,0,0,0,0,1,1
4.0,64.0,564.0,704.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
264.0,4.0,304.0,764.0,0,0,0,0,1,0,0,0,2
274.0,4.0,294.0,764.0,0,0,0,0,1,0,0,0,2
344.0,4.0,224.0,764.0,0,0,0,0,1,0,0,0,2
394.0,4.0,174.0,764.0,0,0,0,0,1,0,0,0,2
454.0,14.0,114.0,754.0,0,0,0,1,0,1,0,0,3
454.0,24.0,114.0,744.0,0,0,0,1,0,1,0,0,3
454.0,214.0,114.0,554.0,0,0,0,1,0,1,0,0,3
444.0,764.0,124.0,4.0,0,0,0,0,0,0,1,0,0
254.0,764.0,314.0,4.0,0,0,0,0,0,0,1,0,0
194.0,764.0,374.0,4.0,0,0,0,0,0,0,1,0,0
24.0,754.0,544.0,14.0,0,1,0,0,0,0,0,1,1
24.0,664.0,544.0,104.0,0,1,0,0,0,0,0,1,1
24.0,314.0,544.0,454.0,0,1,0,0,0,0,0,1,1
24.0,294.0,544.0,474.0,0,1,0,0,0,0,0,1,1
24.0,114.0,544.0,654.0,0,0,0,0,0,0,0,1,1
34.0,4.0,534.0,764.0,0,0,0,0,1,0,0,0,2
44.0,4.0,524.0,764.0,0,0,0,0,1,0,0,0,2
124.0,4.0,444.0,764.0,0,0,0,0,1,0,0,0,2
314.0,4.0,254.0,764.0,0,0,0,0,1,0,0,0,2
394.0,4.0,174.0,764.0,0,0,0,0,1,0,0,0,2
464.0,14.0,104.0,754.0,0,0,0,1,0,1,0,0,3
464.0,34.0,104.0,734.0,0,0,0,1,0,1,0,0,3
454.0,764.0,114.0,4.0,0,0,0,0,0,0,1,0,0
414.0,764.0,154.0,4.0,0,0,0,0,0,0,1,0,0
364.0,764.0,204.0,4.0,0,0,0,0,0,0,1,0,0
324.0,754.0,244.0,14.0,0,1,0,0,0,0,1,1,1
324.0,554.0,244.0,214.0,0,1,0,0,0,0,0,1,1
324.0,544.0,244.0,224.0,0,1,0,0,0,0,0,1,1
324.0,454.0,244.0,314.0,0,1,0,0,0,0,0,1,1
324.0,164.0,244.0,604.0,0,0,0,0,0,0,0,1,1
324.0,84.0,244.0,684.0,0,0,0,0,0,0,0,1,1
334.0,4.0,234.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,184.0,4.0,584.0,0,0,0,0,0,1,0,0,3
564.0,204.0,4.0,564.0,0,0,0,0,0,1,0,0,3
564.0,384.0,4.0,384.0,0,0,0,0,0,1,0,0,3
554.0,554.0,14.0,214.0,1,0,0,0,0,0,1,0,0
134.0,564.0,434.0,204.0,0,0,0,1,0,1,0,0,3
134.0,584.0,434.0,184.0,0,0,0,1,0,1,0,0,3
124.0,764.0,444.0,4.0,0,0,0,0,0,0,1,0,0
44.0,764.0,524.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,714.0,564.0,54.0,0,0,0,0,0,0,1,1,1
4.0,664.0,564.0,104.0,0,0,0,0,0,0,1,1,1
4.0,484.0,564.0,284.0,0,0,0,0,0,0,0,1,1
4.0,124.0,564.0,644.0,0,0,0,0,0,0,0,1,1
14.0,84.0,554.0,684.0,0,0,1,0,1,0,0,0,2
504.0,84.0,64.0,684.0,0,0,0,0,1,0,0,0,2
564.0,84.0,4.0,684.0,0,0,0,0,1,0,0,0,2
564.0,94.0,4.0,674.0,0,0,0,0,0,1,0,0,3
564.0,134.0,4.0,634.0,0,0,0,0,0,1,0,0,3
564.0,374.0,4.0,394.0,0,0,0,0,0,1,0,0,3
564.0,414.0,4.0,354.0,0,0,0,0,0,1,0,0,3
554.0,444.0,14.0,324.0,1,0,0,0,0,1,1,0,0
74.0,444.0,494.0,324.0,0,0,0,0,0,0,1,0,0
4.0,434.0,564.0,334.0,0,0,1,0,0,0,0,1,1
14.0,434.0,554.0,334.0,0,0,1,0,1,0,0,1,2
94.0,434.0,474.0,334.0,0,0,1,0,1,0,0,1,2
404.0,424.0,164.0,344.0,0,1,0,0,0,0,0,1,1
404.0,374.0,164.0,394.0,0,1,0,0,0,0,0,1,1
404.0,324.0,164.0,444.0,0,1,0,0,0,0,0,1,1
404.0,14.0,164.0,754.0,0,0,0,0,0,0,0,1,1
414.0,4.0,154.0,764.0,0,0,0,0,1,0,0,0,2
464.0,4.0,104.0,764.0,0,0,0,0,1,0,0,0,2
514.0,14.0,54.0,754.0,0,0,0,1,1,1,0,0,3
514.0,304.0,54.0,464.0,0,0,0,1,0,1,0,0,3
