w0,w1,w2,w3,a0,a1,a2,a3,b0,b1,b2,b3,direction
4.0,344.0,564.0,424.0,0,0,0,0,0,0,0,1,1
4.0,154.0,564.0,614.0,0,0,0,0,0,0,0,1,1
14.0,34.0,554.0,734.0,0,0,1,0,1,0,0,0,2
234.0,34.0,334.0,734.0,0,0,1,0,1,0,0,0,2
244.0,34.0,324.0,734.0,0,0,1,0,1,0,0,0,2
384.0,34.0,184.0,734.0,0,0,0,0,1,0,0,0,2
504.0,34.0,64.0,734.0,0,0,0,0,1,0,0,0,2
534.0,34.0,34.0,734.0,0,0,0,0,1,0,0,0,2
564.0,44.0,4.0,724.0,0,0,0,0,1,1,0,0,3
564.0,284.0,4.0,484.0,0,0,0,0,0,1,0,0,3
564.0,294.0,4.0,474.0,0,0,0,0,0,1,0,0,3
564.0,384.0,4.0,384.0,0,0,0,0,0,1,0,0,3
564.0,444.0,4.0,324.0,0,0,0,0,0,1,0,0,3
564.0,454.0,4.0,314.0,0,0,0,0,0,1,0,0,3
564.0,574.0,4.0,194.0,0,0,0,0,0,1,0,0,3
564.0,614.0,4.0,154.0,0,0,0,0,0,1,0,0,3
554.0,704.0,14.0,64.0,1,0,0,0,0,0,1,0,0
254.0,704.0,314.0,64.0,0,0,0,0,0,0,1,0,0
244.0,704.0,324.0,64.0,0,0,0,0,0,0,1,0,0
234.0,704.0,334.0,64.0,0,0,0,0,0,0,1,0,0
54.0,694.0,514.0,74.0,0,1,0,0,0,0,1,1,1
54.0,574.0,514.0,194.0,0,0,0,0,0,0,0,1,1
54.0,464.0,514.0,304.0,0,0,0,0,0,0,0,1,1
64.0,394.0,504.0,374.0,0,0,1,0,1,0,0,1,2
84.0,394.0,484.0,374.0,0,0,1,0,1,0,0,1,2
294.0,394.0,274.0,374.0,0,0,0,0,1,0,0,0,2
354.0,394.0,214.0,374.0,0,0,0,0,1,0,0,0,2
364.0,394.0,204.0,374.0,0,0,0,0,1,0,0,0,2
434.0,394.0,134.0,374.0,0,0,0,0,1,0,0,0,2
484.0,404.0,84.0,364.0,0,0,0,1,1,1,0,0,3
474.0,564.0,94.0,204.0,1,0,0,0,0,1,1,0,0
374.0,564.0,194.0,204.0,1,0,0,0,0,1,1,0,0
164.0,564.0,404.0,204.0,0,0,0,0,0,0,1,0,0
4.0,554.0,564.0,214.0,0,0,0,0,0,0,1,1,1
14.0,334.0,554.0,434.0,0,0,1,0,1,0,0,1,2
54.0,334.0,514.0,434.0,0,0,1,0,1,0,0,1,2
104.0,334.0,464.0,434.0,0,0,1,0,1,0,0,1,2
124.0,334.0,444.0,434.0,0,0,1,0,1,0,0,1,2
224.0,334.0,344.0,434.0,0,0,1,0,1,0,0,0,2
564.0,344.0,4.0,424.0,0,0,0,0,1,1,0,0,3
564.0,464.0,4.0,304.0,0,0,0,0,0,1,0,0,3
564.0,534.0,4.0,234.0,0,0,0,0,0,1,0,0,3
564.0,564.0,4.0,204.0,0,0,0,0,0,1,0,0,3
564.0,634.0,4.0,134.0,0,0,0,0,0,1,0,0,3
564.0,694.0,4.0,74.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
454.0,764.0,114.0,4.0,0,0,0,0,0,1,1,0,0
164.0,754.0,404.0,14.0,0,1,0,0,0,0,1,1,1
164.0,504.0,404.0,264.0,0,1,0,0,0,0,0,1,1
164.0,274.0,404.0,494.0,0,1,0,0,0,0,0,1,1
164.0,94.0,404.0,674.0,0,0,0,0,0,0,0,1,1
164.0,24.0,404.0,744.0,0,0,0,0,0,0,0,1,1
174.0,4.0,394.0,764.0,0,0,0,0,1,0,0,0,2
314.0,14.0,254.0,754.0,0,0,0,1,1,1,0,0,3
314.0,214.0,254.0,554.0,0,0,0,1,1,1,0,0,3
314.0,474.0,254.0,294.0,0,0,0,1,0,1,0,0,3
314.0,494.0,254.0,274.0,0,0,0,0,0,1,0,0,3
314.0,694.0,254.0,74.0,0,0,0,0,0,1,0,0,3
304.0,734.0,264.0,34.0,1,0,0,0,0,0,1,0,0
274.0,734.0,294.0,34.0,1,0,0,0,0,0,1,0,0
134.0,724.0,434.0,44.0,0,1,0,0,0,0,1,1,1
144.0,304.0,424.0,464.0,0,0,1,0,1,0,0,1,2
564.0,314.0,4.0,454.0,0,0,0,0,1,1,0,0,3
564.0,374.0,4.0,394.0,0,0,0,0,1,1,0,0,3
554.0,434.0,14.0,334.0,1,0,0,0,1,1,1,0,0
504.0,434.0,64.0,334.0,1,0,0,0,0,1,1,0,0
4.0,424.0,564.0,344.0,0,0,0,0,0,0,1,1,1
4.0,374.0,564.0,394.0,0,0,0,0,0,0,1,1,1
4.0,144.0,564.0,624.0,0,0,0,0,0,0,0,1,1
4.0,54.0,564.0,714.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
274.0,4.0,294.0,764.0,0,0,0,0,1,0,0,0,2
304.0,14.0,264.0,754.0,0,0,0,1,1,1,0,0,3
304.0,314.0,264.0,454.0,0,0,0,1,0,1,0,0,3
304.0,544.0,264.0,224.0,0,0,0,1,0,1,0,0,3
304.0,564.0,264.0,204.0,0,0,0,1,0,1,0,0,3
304.0,624.0,264.0,144.0,0,0,0,0,0,1,0,0,3
294.0,764.0,274.0,4.0,0,0,0,0,0,0,1,0,0
204.0,764.0,364.0,4.0,0,0,0,0,0,0,1,0,0
164.0,754.0,404.0,14.0,0,1,0,0,0,0,1,1,1
164.0,634.0,404.0,134.0,0,1,0,0,0,0,1,1,1
164.0,434.0,404.0,334.0,0,1,0,0,0,0,0,1,1
164.0,354.0,404.0,414.0,0,0,0,0,0,0,0,1,1
164.0,304.0,404.0,464.0,0,0,0,0,0,0,0,1,1
174.0,214.0,394.0,554.0,0,0,1,0,1,0,0,1,2
324.0,214.0,244.0,554.0,0,0,0,0,1,0,0,0,2
564.0,224.0,4.0,544.0,0,0,0,0,1,1,0,0,3
564.0,334.0,4.0,434.0,0,0,0,0,1,1,0,0,3
554.0,474.0,14.0,294.0,1,0,0,0,0,1,1,0,0
4.0,464.0,564.0,304.0,0,0,0,0,0,0,1,1,1
4.0,244.0,564.0,524.0,0,0,0,0,0,0,0,1,1
14.0,64.0,554.0,704.0,0,0,1,0,1,0,0,1,2
64.0,64.0,504.0,704.0,0,0,1,0,1,0,0,1,2
174.0,64.0,394.0,704.0,0,0,1,0,1,0,0,1,2
334.0,74.0,234.0,694.0,0,0,0,1,1,1,0,0,3
334.0,94.0,234.0,674.0,0,0,0,1,1,1,0,0,3
334.0,224.0,234.0,544.0,0,0,0,1,1,1,0,0,3
344.0,314.0,224.0,454.0,0,0,1,0,1,0,0,0,2
374.0,314.0,194.0,454.0,0,0,0,0,1,0,0,0,2
564.0,324.0,4.0,444.0,0,0,0,0,0,1,0,0,3
564.0,534.0,4.0,234.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
444.0,764.0,124.0,4.0,0,0,0,0,0,1,1,0,0
164.0,754.0,404.0,14.0,0,1,0,0,0,0,1,1,1
164.0,704.0,404.0,64.0,0,1,0,0,0,0,1,1,1
164.0,674.0,404.0,94.0,0,1,0,0,0,0,1,1,1
164.0,544.0,404.0,224.0,0,1,0,0,0,0,0,1,1
164.0,504.0,404.0,264.0,0,1,0,0,0,0,0,1,1
174.0,124.0,394.0,644.0,0,0,1,0,1,0,0,1,2
494.0,124.0,74.0,644.0,0,0,0,0,1,0,0,0,2
514.0,124.0,54.0,644.0,0,0,0,0,1,0,0,0,2
564.0,134.0,4.0,634.0,0,0,0,0,1,1,0,0,3
564.0,174.0,4.0,594.0,0,0,0,0,1,1,0,0,3
564.0,214.0,4.0,554.0,0,0,0,0,1,1,0,0,3
564.0,434.0,4.0,334.0,0,0,0,0,0,1,0,0,3
564.0,454.0,4.0,314.0,0,0,0,0,0,1,0,0,3
554.0,594.0,14.0,174.0,1,0,0,0,0,1,1,0,0
334.0,594.0,234.0,174.0,1,0,0,0,0,0,1,0,0
184.0,594.0,384.0,174.0,1,0,0,0,0,0,1,0,0
4.0,584.0,564.0,184.0,0,0,0,0,0,0,1,1,1
4.0,464.0,564.0,304.0,0,0,0,0,0,0,1,1,1
4.0,374.0,564.0,394.0,0,0,0,0,0,0,0,1,1
14.0,204.0,554.0,564.0,0,0,1,0,1,0,0,1,2
114.0,204.0,454.0,564.0,0,0,1,0,1,0,0,1,2
424.0,204.0,144.0,564.0,0,0,1,0,1,0,0,0,2
444.0,204.0,124.0,564.0,0,0,1,0,1,0,0,0,2
514.0,214.0,54.0,554.0,0,0,0,1,1,1,0,0,3
514.0,264.0,54.0,504.0,0,0,0,1,1,1,0,0,3
514.0,344.0,54.0,424.0,0,0,0,0,1,1,0,0,3
514.0,364.0,54.0,404.0,0,0,0,0,1,1,0,0,3
514.0,694.0,54.0,74.0,0,0,0,0,0,1,0,0,3
504.0,764.0,64.0,4.0,0,0,0,0,0,1,1,0,0
404.0,764.0,164.0,4.0,0,0,0,0,0,1,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,704.0,564.0,64.0,0,0,0,0,0,0,1,1,1
4.0,444.0,564.0,324.0,0,0,0,0,0,0,0,1,1
4.0,354.0,564.0,414.0,0,0,0,0,0,0,0,1,1
4.0,334.0,564.0,434.0,0,0,0,0,0,0,0,1,1
4.0,314.0,564.0,454.0,0,0,0,0,0,0,0,1,1
4.0,84.0,564.0,684.0,0,0,0,0,0,0,0,1,1
14.0,74.0,554.0,694.0,0,0,1,0,1,0,0,1,2
564.0,84.0,4.0,684.0,0,0,0,0,1,1,0,0,3
554.0,164.0,14.0,604.0,1,0,0,0,1,1,1,0,0
164.0,164.0,404.0,604.0,0,0,0,0,0,0,1,0,0
84.0,164.0,484.0,604.0,0,0,0,0,0,0,1,0,0
4.0,154.0,564.0,614.0,0,0,0,0,0,0,1,1,1
4.0,104.0,564.0,664.0,0,0,0,0,0,0,1,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
24.0,4.0,544.0,764.0,0,0,0,0,1,0,0,1,2
434.0,4.0,134.0,764.0,0,0,0,0,1,0,0,0,2
494.0,4.0,74.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,114.0,4.0,654.0,0,0,0,0,1,1,0,0,3
554.0,294.0,14.0,474.0,1,0,0,0,0,1,1,0,0
254.0,294.0,314.0,474.0,0,0,0,0,0,0,1,0,0
214.0,294.0,354.0,474.0,0,0,0,0,0,0,1,0,0
144.0,304.0,424.0,464.0,0,0,0,1,0,1,0,0,3
144.0,544.0,424.0,224.0,0,0,0,0,0,1,0,0,3
154.0,574.0,414.0,194.0,0,0,1,0,1,1,0,0,2
414.0,584.0,154.0,184.0,0,0,0,1,0,1,0,0,3
414.0,734.0,154.0,34.0,0,0,0,0,0,1,0,0,3
404.0,764.0,164.0,4.0,0,0,0,0,0,1,1,0,0
314.0,764.0,254.0,4.0,0,0,0,0,0,1,1,0,0
254.0,764.0,314.0,4.0,0,0,0,0,0,1,1,0,0
224.0,764.0,344.0,4.0,0,0,0,0,0,1,1,0,0
74.0,754.0,494.0,14.0,0,1,0,0,0,0,1,1,1
74.0,684.0,494.0,84.0,0,1,0,0,0,0,1,1,1
74.0,624.0,494.0,144.0,0,1,0,0,0,0,1,1,1
74.0,454.0,494.0,314.0,0,1,0,0,0,0,0,1,1
74.0,384.0,494.0,384.0,0,1,0,0,0,0,0,1,1
74.0,294.0,494.0,474.0,0,1,0,0,0,0,0,1,1
84.0,4.0,484.0,764.0,0,0,0,0,1,0,0,1,2
224.0,4.0,344.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,24.0,4.0,744.0,0,0,0,0,1,1,0,0,3
564.0,204.0,4.0,564.0,0,0,0,0,1,1,0,0,3
564.0,514.0,4.0,254.0,0,0,0,0,0,1,0,0,3
554.0,534.0,14.0,234.0,1,0,0,0,0,1,1,0,0
294.0,534.0,274.0,234.0,1,0,0,0,0,0,1,0,0
4.0,524.0,564.0,244.0,0,0,0,0,0,0,1,1,1
4.0,144.0,564.0,624.0,0,0,1,0,0,0,0,1,1
14.0,144.0,554.0,624.0,0,0,1,0,1,0,0,1,2
274.0,144.0,294.0,624.0,0,0,0,0,1,0,0,1,2
334.0,144.0,234.0,624.0,0,0,0,0,1,0,0,0,2
344.0,144.0,224.0,624.0,0,0,0,0,1,0,0,0,2
424.0,144.0,144.0,624.0,0,0,0,0,1,0,0,0,2
474.0,144.0,94.0,624.0,0,0,0,0,1,0,0,0,2
504.0,144.0,64.0,624.0,0,0,0,0,1,0,0,0,2
564.0,154.0,4.0,614.0,0,0,0,0,1,1,0,0,3
564.0,304.0,4.0,464.0,0,0,0,0,1,1,0,0,3
564.0,414.0,4.0,354.0,0,0,0,0,0,1,0,0,3
564.0,444.0,4.0,324.0,0,0,0,0,0,1,0,0,3
554.0,584.0,14.0,184.0,1,0,0,0,0,1,1,0,0
4.0,574.0,564.0,194.0,0,0,0,0,0,0,1,1,1
4.0,474.0,564.0,294.0,0,0,0,0,0,0,1,1,1
4.0,224.0,564.0,544.0,0,0,0,0,0,0,0,1,1
4.0,154.0,564.0,614.0,0,0,0,0,0,0,0,1,1
4.0,24.0,564.0,744.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
464.0,14.0,104.0,754.0,0,0,0,1,1,1,0,0,3
464.0,84.0,104.0,684.0,0,0,0,1,1,1,0,0,3
464.0,124.0,104.0,644.0,0,0,0,1,1,1,0,0,3
464.0,224.0,104.0,544.0,0,0,0,1,1,1,0,0,3
464.0,414.0,104.0,354.0,0,0,0,1,0,1,0,0,3
454.0,764.0,114.0,4.0,0,0,0,0,0,1,1,0,0
144.0,764.0,424.0,4.0,0,0,0,0,0,0,1,0,0
124.0,764.0,444.0,4.0,0,0,0,0,0,0,1,0,0
44.0,754.0,524.0,14.0,0,1,0,0,0,0,1,1,1
44.0,594.0,524.0,174.0,0,0,0,0,0,0,1,1,1
44.0,344.0,524.0,424.0,0,0,0,0,0,0,0,1,1
44.0,224.0,524.0,544.0,0,0,0,0,0,0,0,1,1
44.0,154.0,524.0,614.0,0,0,0,0,0,0,0,1,1
44.0,84.0,524.0,684.0,0,0,0,0,0,0,0,1,1
44.0,14.0,524.0,754.0,0,0,0,0,0,0,0,1,1
54.0,4.0,514.0,764.0,0,0,0,0,1,0,0,1,2
194.0,4.0,374.0,764.0,0,0,0,0,1,0,0,0,2
314.0,14.0,254.0,754.0,0,0,0,1,1,1,0,0,3
314.0,274.0,254.0,494.0,0,0,0,1,1,1,0,0,3
314.0,344.0,254.0,424.0,0,0,0,1,1,1,0,0,3
314.0,604.0,254.0,164.0,0,0,0,1,0,1,0,0,3
314.0,644.0,254.0,124.0,0,0,0,1,0,1,0,0,3
304.0,764.0,264.0,4.0,0,0,0,0,0,1,1,0,0
254.0,764.0,314.0,4.0,0,0,0,0,0,1,1,0,0
154.0,764.0,414.0,4.0,0,0,0,0,0,0,1,0,0
54.0,754.0,514.0,14.0,0,1,0,0,0,0,1,1,1
54.0,724.0,514.0,44.0,0,1,0,0,0,0,1,1,1
54.0,404.0,514.0,364.0,0,1,0,0,0,0,0,1,1
54.0,344.0,514.0,424.0,0,1,0,0,0,0,0,1,1
54.0,104.0,514.0,664.0,0,0,0,0,0,0,0,1,1
64.0,4.0,504.0,764.0,0,0,0,0,1,0,0,1,2
154.0,4.0,414.0,764.0,0,0,0,0,1,0,0,1,2
314.0,14.0,254.0,754.0,0,0,0,1,1,1,0,0,3
314.0,284.0,254.0,484.0,0,0,0,0,1,1,0,0,3
314.0,304.0,254.0,464.0,0,0,0,0,1,1,0,0,3
304.0,664.0,264.0,104.0,1,0,0,0,0,1,1,0,0
274.0,654.0,294.0,114.0,0,1,0,0,0,1,1,1,1
274.0,594.0,294.0,174.0,0,1,0,0,0,1,1,1,1
274.0,544.0,294.0,224.0,0,1,0,0,0,1,1,1,1
274.0,484.0,294.0,284.0,0,1,0,0,0,1,1,1,1
274.0,64.0,294.0,704.0,0,0,0,0,0,0,0,1,1
284.0,4.0,284.0,764.0,0,0,0,0,1,0,0,1,2
424.0,14.0,144.0,754.0,0,0,0,1,1,1,0,0,3
424.0,54.0,144.0,714.0,0,0,0,1,1,1,0,0,3
424.0,524.0,144.0,244.0,0,0,0,1,0,1,0,0,3
414.0,764.0,154.0,4.0,0,0,0,0,0,1,1,0,0
354.0,764.0,214.0,4.0,0,0,0,0,0,1,1,0,0
304.0,764.0,264.0,4.0,0,0,0,0,0,1,1,0,0
194.0,754.0,374.0,14.0,0,1,0,0,0,0,1,1,1
194.0,674.0,374.0,94.0,0,1,0,0,0,0,1,1,1
194.0,94.0,374.0,674.0,0,1,0,0,0,0,0,1,1
204.0,4.0,364.0,764.0,0,0,0,0,1,0,0,1,2
464.0,4.0,104.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,134.0,4.0,634.0,0,0,0,0,1,1,0,0,3
554.0,214.0,14.0,554.0,1,0,0,0,1,1,1,0,0
544.0,214.0,24.0,554.0,1,0,0,0,1,1,1,0,0
4.0,204.0,564.0,564.0,0,0,0,0,0,0,1,1,1
4.0,104.0,564.0,664.0,0,0,0,0,0,0,1,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,1,1,2
144.0,4.0,424.0,764.0,0,0,0,0,1,0,0,1,2
384.0,4.0,184.0,764.0,0,0,0,0,1,0,0,1,2
404.0,4.0,164.0,764.0,0,0,0,0,1,0,0,1,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,124.0,4.0,644.0,0,0,0,0,1,1,0,0,3
554.0,244.0,14.0,524.0,1,0,0,0,0,1,1,0,0
474.0,244.0,94.0,524.0,1,0,0,0,0,1,1,0,0
444.0,244.0,124.0,524.0,1,0,0,0,0,1,1,0,0
104.0,244.0,464.0,524.0,0,0,0,0,0,0,1,0,0
4.0,234.0,564.0,534.0,0,0,0,0,0,0,1,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,1,1,2
184.0,4.0,384.0,764.0,0,0,0,0,1,0,0,1,2
404.0,4.0,164.0,764.0,0,0,0,0,1,0,0,1,2
424.0,4.0,144.0,764.0,0,0,0,0,1,0,0,0,2
444.0,14.0,124.0,754.0,0,0,0,1,1,1,0,0,3
444.0,54.0,124.0,714.0,0,0,0,1,1,1,0,0,3
444.0,94.0,124.0,674.0,0,0,0,1,1,1,0,0,3
444.0,224.0,124.0,544.0,0,0,0,1,1,1,0,0,3
444.0,454.0,124.0,314.0,0,0,0,1,0,1,0,0,3
444.0,524.0,124.0,244.0,0,0,0,0,0,1,0,0,3
434.0,764.0,134.0,4.0,0,0,0,0,0,1,1,0,0
374.0,764.0,194.0,4.0,0,0,0,0,0,1,1,0,0
264.0,754.0,304.0,14.0,0,1,0,0,0,0,1,1,1
264.0,514.0,304.0,254.0,0,1,0,0,0,0,1,1,1
264.0,414.0,304.0,354.0,0,1,0,0,0,0,1,1,1
264.0,374.0,304.0,394.0,0,1,0,0,0,0,1,1,1
264.0,154.0,304.0,614.0,0,1,0,0,0,0,0,1,1
264.0,4.0,304.0,764.0,0,0,0,0,0,0,0,1,1
274.0,4.0,294.0,764.0,0,0,0,0,1,0,0,1,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,274.0,4.0,494.0,0,0,0,0,1,1,0,0,3
564.0,694.0,4.0,74.0,0,0,0,0,0,1,0,0,3
564.0,704.0,4.0,64.0,0,0,0,0,0,1,0,0,3
564.0,764.0,4.0,4.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
534.0,764.0,34.0,4.0,0,0,0,0,0,1,1,0,0
514.0,764.0,54.0,4.0,0,0,0,0,0,1,1,0,0
204.0,754.0,364.0,14.0,0,1,0,0,0,0,1,1,1
204.0,704.0,364.0,64.0,0,1,0,0,0,0,1,1,1
204.0,694.0,364.0,74.0,0,1,0,0,0,0,1,1,1
204.0,664.0,364.0,104.0,0,1,0,0,0,0,1,1,1
204.0,534.0,364.0,234.0,0,1,0,0,0,0,1,1,1
214.0,234.0,354.0,534.0,0,0,1,0,1,0,0,1,2
434.0,234.0,134.0,534.0,0,0,1,0,1,0,0,1,2
474.0,234.0,94.0,534.0,0,0,0,0,1,0,0,1,2
564.0,244.0,4.0,524.0,0,0,0,0,1,1,0,0,3
564.0,284.0,4.0,484.0,0,0,0,0,1,1,0,0,3
564.0,294.0,4.0,474.0,0,0,0,0,1,1,0,0,3
564.0,314.0,4.0,454.0,0,0,0,0,1,1,0,0,3
554.0,434.0,14.0,334.0,1,0,0,0,1,1,1,0,0
484.0,434.0,84.0,334.0,1,0,0,0,1,1,1,0,0
404.0,434.0,164.0,334.0,1,0,0,0,1,1,1,0,0
4.0,434.0,564.0,334.0,0,0,0,0,0,0,1,0,0
4.0,424.0,564.0,344.0,0,0,0,0,0,0,1,1,1
4.0,374.0,564.0,394.0,0,0,0,0,0,0,1,1,1
4.0,124.0,564.0,644.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
94.0,4.0,474.0,764.0,0,0,0,0,1,0,0,1,2
294.0,4.0,274.0,764.0,0,0,0,0,1,0,0,1,2
524.0,14.0,44.0,754.0,0,0,0,1,1,1,0,0,3
524.0,404.0,44.0,364.0,0,0,0,0,0,1,0,0,3
514.0,524.0,54.0,244.0,1,0,0,0,0,1,1,0,0
244.0,524.0,324.0,244.0,1,0,0,0,0,1,1,0,0
4.0,514.0,564.0,254.0,0,0,0,0,0,0,1,1,1
14.0,414.0,554.0,354.0,0,0,1,0,1,0,1,1,2
44.0,414.0,524.0,354.0,0,0,1,0,1,0,1,1,2
204.0,414.0,364.0,354.0,0,0,0,0,1,0,1,1,2
294.0,414.0,274.0,354.0,0,0,0,0,1,0,1,1,2
564.0,424.0,4.0,344.0,0,0,0,0,1,1,0,0,3
564.0,434.0,4.0,334.0,0,0,0,0,1,1,0,0,3
554.0,554.0,14.0,214.0,1,0,0,0,0,1,1,0,0
144.0,554.0,424.0,214.0,0,0,0,0,0,1,1,0,0
74.0,564.0,494.0,204.0,0,0,0,1,0,1,0,0,3
64.0,764.0,504.0,4.0,0,0,0,0,0,0,1,0,0
34.0,764.0,534.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
14.0,544.0,554.0,224.0,0,0,1,0,1,0,1,1,2
264.0,544.0,304.0,224.0,0,0,1,0,1,0,0,1,2
404.0,544.0,164.0,224.0,0,0,0,0,1,0,0,0,2
564.0,554.0,4.0,214.0,0,0,0,0,1,1,0,0,3
564.0,594.0,4.0,174.0,0,0,0,0,1,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,1,1,1,0,0
514.0,764.0,54.0,4.0,0,0,0,0,1,1,1,0,0
224.0,764.0,344.0,4.0,0,0,0,0,0,1,1,0,0
34.0,754.0,534.0,14.0,0,1,0,0,0,0,1,1,1
34.0,704.0,534.0,64.0,0,1,0,0,0,0,1,1,1
34.0,264.0,534.0,504.0,0,0,0,0,0,0,0,1,1
44.0,154.0,524.0,614.0,0,0,1,0,1,0,0,1,2
94.0,154.0,474.0,614.0,0,0,0,0,1,0,0,1,2
264.0,164.0,304.0,604.0,0,0,0,1,1,1,0,1,3
264.0,304.0,304.0,464.0,0,0,0,1,1,1,0,0,3
264.0,734.0,304.0,34.0,0,0,0,0,0,1,0,0,3
254.0,764.0,314.0,4.0,0,0,0,0,0,1,1,0,0
64.0,764.0,504.0,4.0,0,0,0,0,0,1,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,714.0,564.0,54.0,0,0,0,0,0,0,1,1,1
4.0,644.0,564.0,124.0,0,0,0,0,0,0,1,1,1
4.0,634.0,564.0,134.0,0,0,0,0,0,0,1,1,1
4.0,554.0,564.0,214.0,0,0,0,0,0,0,1,1,1
4.0,544.0,564.0,224.0,0,0,0,0,0,0,1,1,1
4.0,244.0,564.0,524.0,0,0,0,0,0,0,0,1,1
14.0,144.0,554.0,624.0,0,0,1,0,1,0,0,1,2
114.0,154.0,454.0,614.0,0,0,0,1,1,1,0,1,3
114.0,404.0,454.0,364.0,0,0,0,1,1,1,0,1,3
104.0,764.0,464.0,4.0,0,0,0,0,0,1,1,0,0
4.0,764.0,564.0,4.0,0,0,0,0,0,1,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,1,1,1,1
4.0,744.0,564.0,24.0,0,0,0,0,0,1,1,1,1
4.0,734.0,564.0,34.0,0,0,0,0,0,1,1,1,1
4.0,374.0,564.0,394.0,0,0,0,0,0,0,1,1,1
4.0,354.0,564.0,414.0,0,0,0,0,0,0,1,1,1
4.0,164.0,564.0,604.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
54.0,4.0,514.0,764.0,0,0,0,0,1,0,0,1,2
204.0,4.0,364.0,764.0,0,0,0,0,1,0,0,0,2
264.0,4.0,304.0,764.0,0,0,0,0,1,0,0,0,2
274.0,14.0,294.0,754.0,0,0,0,1,1,1,0,0,3
274.0,444.0,294.0,324.0,0,0,0,1,1,1,0,0,3
274.0,514.0,294.0,254.0,0,0,0,1,0,1,0,0,3
274.0,634.0,294.0,134.0,0,0,0,1,0,1,0,0,3
274.0,724.0,294.0,44.0,0,0,0,0,0,1,0,0,3
264.0,764.0,304.0,4.0,0,0,0,0,0,1,1,0,0
234.0,764.0,334.0,4.0,0,0,0,0,0,1,1,0,0
204.0,764.0,364.0,4.0,0,0,0,0,0,1,1,0,0
184.0,764.0,384.0,4.0,0,0,0,0,0,1,1,0,0
174.0,764.0,394.0,4.0,0,0,0,0,0,1,1,0,0
154.0,754.0,414.0,14.0,0,1,0,0,0,1,1,1,1
154.0,714.0,414.0,54.0,0,1,0,0,0,1,1,1,1
154.0,664.0,414.0,104.0,0,1,0,0,0,1,1,1,1
154.0,634.0,414.0,134.0,0,1,0,0,0,1,1,1,1
154.0,234.0,414.0,534.0,0,1,0,0,0,0,1,1,1
164.0,4.0,404.0,764.0,0,0,0,0,1,0,0,1,2
294.0,4.0,274.0,764.0,0,0,0,0,1,0,0,0,2
304.0,4.0,264.0,764.0,0,0,0,0,1,0,0,0,2
374.0,4.0,194.0,764.0,0,0,0,0,1,0,0,0,2
434.0,4.0,134.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,244.0,4.0,524.0,0,0,0,0,1,1,0,0,3
554.0,454.0,14.0,314.0,1,0,0,0,0,1,1,0,0
454.0,454.0,114.0,314.0,1,0,0,0,0,1,1,0,0
424.0,454.0,144.0,314.0,1,0,0,0,0,1,1,0,0
254.0,454.0,314.0,314.0,1,0,0,0,0,1,1,0,0
144.0,454.0,424.0,314.0,1,0,0,0,0,0,1,0,0
84.0,454.0,484.0,314.0,0,0,0,0,0,0,1,0,0
4.0,444.0,564.0,324.0,0,0,0,0,0,0,1,1,1
4.0,434.0,564.0,334.0,0,0,0,0,0,0,1,1,1
14.0,194.0,554.0,574.0,0,0,1,0,1,0,1,1,2
54.0,194.0,514.0,574.0,0,0,1,0,1,0,1,1,2
234.0,194.0,334.0,574.0,0,0,1,0,1,0,0,1,2
404.0,194.0,164.0,574.0,0,0,0,0,1,0,0,1,2
564.0,204.0,4.0,564.0,0,0,0,0,1,1,0,0,3
